z y Bx By Bz
1.39241 0.734177 0 -1.01939 0
1.39241 0.78481 0 -1.01939 0
1.39241 0.835443 0 -1.01939 0
1.39241 0.886076 0 -1.01939 0
1.39241 0.936709 0 -1.01939 0
1.39241 0.987342 0 -1.01939 0
1.39241 1.03797 0 -1.01939 0
1.39241 1.08861 0 -1.01939 0
1.39241 1.13924 0 -1.01939 0
1.39241 1.18987 0 -1.01939 0
1.39241 1.24051 0 -1.01939 0
1.39241 1.29114 0 -1.01939 0
1.39241 1.34177 0 -1.01939 0
1.39241 1.39241 0 -1.01939 0
1.39241 1.44304 0 -1.01939 0
1.39241 1.49367 0 -1.01939 0
1.39241 1.5443 0 -1.01939 0
1.39241 1.59494 0 -1.01939 0
1.39241 1.64557 0 -1.01939 0
1.39241 1.6962 0 -1.01939 0
1.39241 1.74684 0 -1.01939 0
1.39241 1.79747 0 -1.01939 0
1.39241 1.8481 0 -1.01939 0
1.39241 1.89873 0 -1.01939 0
1.39241 1.94937 0 -1.01939 0
1.39241 2 0 -1.01939 0
1.44304 -2 0 -1.02082 0
1.44304 -1.94937 0 -1.02082 0
1.44304 -1.89873 0 -1.02082 0
1.44304 -1.8481 0 -1.02082 0
1.44304 -1.79747 0 -1.02082 0
1.44304 -1.74684 0 -1.02082 0
1.44304 -1.6962 0 -1.02082 0
1.44304 -1.64557 0 -1.02082 0
1.44304 -1.59494 0 -1.02082 0
1.44304 -1.5443 0 -1.02082 0
1.44304 -1.49367 0 -1.02082 0
1.44304 -1.44304 0 -1.02082 0
1.44304 -1.39241 0 -1.02082 0
1.44304 -1.34177 0 -1.02082 0
1.44304 -1.29114 0 -1.02082 0
1.44304 -1.24051 0 -1.02082 0
1.44304 -1.18987 0 -1.02082 0
1.44304 -1.13924 0 -1.02082 0
1.44304 -1.08861 0 -1.02082 0
1.44304 -1.03797 0 -1.02082 0
1.44304 -0.987342 0 -1.02082 0
1.44304 -0.936709 0 -1.02082 0
1.44304 -0.886076 0 -1.02082 0
1.44304 -0.835443 0 -1.02082 0
1.44304 -0.78481 0 -1.02082 0
1.44304 -0.734177 0 -1.02082 0
1.44304 -0.683544 0 -1.02082 0
1.44304 -0.632911 0 -1.02082 0
1.44304 -0.582278 0 -1.02082 0
1.44304 -0.531646 0 -1.02082 0
1.44304 -0.481013 0 -1.02082 0
1.44304 -0.43038 0 -1.02082 0
1.44304 -0.379747 0 -1.02082 0
1.44304 -0.329114 0 -1.02082 0
1.44304 -0.278481 0 -1.02082 0
1.44304 -0.227848 0 -1.02082 0
1.44304 -0.177215 0 -1.02082 0
1.44304 -0.126582 0 -1.02082 0
1.44304 -0.0759494 0 -1.02082 0
1.44304 -0.0253165 0 -1.02082 0
1.44304 0.0253165 0 -1.02082 0
1.44304 0.0759494 0 -1.02082 0
1.44304 0.126582 0 -1.02082 0
1.44304 0.177215 0 -1.02082 0
1.44304 0.227848 0 -1.02082 0
1.44304 0.278481 0 -1.02082 0
1.44304 0.329114 0 -1.02082 0
1.44304 0.379747 0 -1.02082 0
1.44304 0.43038 0 -1.02082 0
1.44304 0.481013 0 -1.02082 0
1.44304 0.531646 0 -1.02082 0
1.44304 0.582278 0 -1.02082 0
1.44304 0.632911 0 -1.02082 0
1.44304 0.683544 0 -1.02082 0
1.44304 0.734177 0 -1.02082 0
1.44304 0.78481 0 -1.02082 0
1.44304 0.835443 0 -1.02082 0
1.44304 0.886076 0 -1.02082 0
1.44304 0.936709 0 -1.02082 0
1.44304 0.987342 0 -1.02082 0
1.44304 1.03797 0 -1.02082 0
1.44304 1.08861 0 -1.02082 0
1.44304 1.13924 0 -1.02082 0
1.44304 1.18987 0 -1.02082 0
1.44304 1.24051 0 -1.02082 0
1.44304 1.29114 0 -1.02082 0
1.44304 1.34177 0 -1.02082 0
1.44304 1.39241 0 -1.02082 0
1.44304 1.44304 0 -1.02082 0
1.44304 1.49367 0 -1.02082 0
1.44304 1.5443 0 -1.02082 0
1.44304 1.59494 0 -1.02082 0
1.44304 1.64557 0 -1.02082 0
1.44304 1.6962 0 -1.02082 0
1.44304 1.74684 0 -1.02082 0
1.44304 1.79747 0 -1.02082 0
1.44304 1.8481 0 -1.02082 0
1.44304 1.89873 0 -1.02082 0
1.44304 1.94937 0 -1.02082 0
1.44304 2 0 -1.02082 0
1.49367 -2 0 -1.02231 0
1.49367 -1.94937 0 -1.02231 0
1.49367 -1.89873 0 -1.02231 0
1.49367 -1.8481 0 -1.02231 0
1.49367 -1.79747 0 -1.02231 0
1.49367 -1.74684 0 -1.02231 0
1.49367 -1.6962 0 -1.02231 0
1.49367 -1.64557 0 -1.02231 0
1.49367 -1.59494 0 -1.02231 0
1.49367 -1.5443 0 -1.02231 0
1.49367 -1.49367 0 -1.02231 0
1.49367 -1.44304 0 -1.02231 0
1.49367 -1.39241 0 -1.02231 0
1.49367 -1.34177 0 -1.02231 0
1.49367 -1.29114 0 -1.02231 0
1.49367 -1.24051 0 -1.02231 0
1.49367 -1.18987 0 -1.02231 0
1.49367 -1.13924 0 -1.02231 0
1.49367 -1.08861 0 -1.02231 0
1.49367 -1.03797 0 -1.02231 0
1.49367 -0.987342 0 -1.02231 0
1.49367 -0.936709 0 -1.02231 0
1.49367 -0.886076 0 -1.02231 0
1.49367 -0.835443 0 -1.02231 0
1.49367 -0.78481 0 -1.02231 0
1.49367 -0.734177 0 -1.02231 0
1.49367 -0.683544 0 -1.02231 0
1.49367 -0.632911 0 -1.02231 0
1.49367 -0.582278 0 -1.02231 0
1.49367 -0.531646 0 -1.02231 0
1.49367 -0.481013 0 -1.02231 0
1.49367 -0.43038 0 -1.02231 0
1.49367 -0.379747 0 -1.02231 0
1.49367 -0.329114 0 -1.02231 0
1.49367 -0.278481 0 -1.02231 0
1.49367 -0.227848 0 -1.02231 0
1.49367 -0.177215 0 -1.02231 0
1.49367 -0.126582 0 -1.02231 0
1.49367 -0.0759494 0 -1.02231 0
1.49367 -0.0253165 0 -1.02231 0
1.49367 0.0253165 0 -1.02231 0
1.49367 0.0759494 0 -1.02231 0
1.49367 0.126582 0 -1.02231 0
1.49367 0.177215 0 -1.02231 0
1.49367 0.227848 0 -1.02231 0
1.49367 0.278481 0 -1.02231 0
1.49367 0.329114 0 -1.02231 0
1.49367 0.379747 0 -1.02231 0
1.49367 0.43038 0 -1.02231 0
1.49367 0.481013 0 -1.02231 0
1.49367 0.531646 0 -1.02231 0
1.49367 0.582278 0 -1.02231 0
1.49367 0.632911 0 -1.02231 0
1.49367 0.683544 0 -1.02231 0
1.49367 0.734177 0 -1.02231 0
1.49367 0.78481 0 -1.02231 0
1.49367 0.835443 0 -1.02231 0
1.49367 0.886076 0 -1.02231 0
1.49367 0.936709 0 -1.02231 0
1.49367 0.987342 0 -1.02231 0
1.49367 1.03797 0 -1.02231 0
1.49367 1.08861 0 -1.02231 0
1.49367 1.13924 0 -1.02231 0
1.49367 1.18987 0 -1.02231 0
1.49367 1.24051 0 -1.02231 0
1.49367 1.29114 0 -1.02231 0
1.49367 1.34177 0 -1.02231 0
1.49367 1.39241 0 -1.02231 0
1.49367 1.44304 0 -1.02231 0
1.49367 1.49367 0 -1.02231 0
1.49367 1.5443 0 -1.02231 0
1.49367 1.59494 0 -1.02231 0
1.49367 1.64557 0 -1.02231 0
1.49367 1.6962 0 -1.02231 0
1.49367 1.74684 0 -1.02231 0
1.49367 1.79747 0 -1.02231 0
1.49367 1.8481 0 -1.02231 0
1.49367 1.89873 0 -1.02231 0
1.49367 1.94937 0 -1.02231 0
1.49367 2 0 -1.02231 0
1.5443 -2 0 -1.02385 0
1.5443 -1.94937 0 -1.02385 0
1.5443 -1.89873 0 -1.02385 0
1.5443 -1.8481 0 -1.02385 0
1.5443 -1.79747 0 -1.02385 0
1.5443 -1.74684 0 -1.02385 0
1.5443 -1.6962 0 -1.02385 0
1.5443 -1.64557 0 -1.02385 0
1.5443 -1.59494 0 -1.02385 0
1.5443 -1.5443 0 -1.02385 0
1.5443 -1.49367 0 -1.02385 0
1.5443 -1.44304 0 -1.02385 0
1.5443 -1.39241 0 -1.02385 0
1.5443 -1.34177 0 -1.02385 0
1.5443 -1.29114 0 -1.02385 0
1.5443 -1.24051 0 -1.02385 0
1.5443 -1.18987 0 -1.02385 0
1.5443 -1.13924 0 -1.02385 0
1.5443 -1.08861 0 -1.02385 0
1.5443 -1.03797 0 -1.02385 0
1.5443 -0.987342 0 -1.02385 0
1.5443 -0.936709 0 -1.02385 0
1.5443 -0.886076 0 -1.02385 0
1.5443 -0.835443 0 -1.02385 0
1.5443 -0.78481 0 -1.02385 0
1.5443 -0.734177 0 -1.02385 0
1.5443 -0.683544 0 -1.02385 0
1.5443 -0.632911 0 -1.02385 0
1.5443 -0.582278 0 -1.02385 0
1.5443 -0.531646 0 -1.02385 0
1.5443 -0.481013 0 -1.02385 0
1.5443 -0.43038 0 -1.02385 0
1.5443 -0.379747 0 -1.02385 0
1.5443 -0.329114 0 -1.02385 0
1.5443 -0.278481 0 -1.02385 0
1.5443 -0.227848 0 -1.02385 0
1.5443 -0.177215 0 -1.02385 0
1.5443 -0.126582 0 -1.02385 0
1.5443 -0.0759494 0 -1.02385 0
1.5443 -0.0253165 0 -1.02385 0
1.5443 0.0253165 0 -1.02385 0
1.5443 0.0759494 0 -1.02385 0
1.5443 0.126582 0 -1.02385 0
1.5443 0.177215 0 -1.02385 0
1.5443 0.227848 0 -1.02385 0
1.5443 0.278481 0 -1.02385 0
1.5443 0.329114 0 -1.02385 0
1.5443 0.379747 0 -1.02385 0
1.5443 0.43038 0 -1.02385 0
1.5443 0.481013 0 -1.02385 0
1.5443 0.531646 0 -1.02385 0
1.5443 0.582278 0 -1.02385 0
1.5443 0.632911 0 -1.02385 0
1.5443 0.683544 0 -1.02385 0
1.5443 0.734177 0 -1.02385 0
1.5443 0.78481 0 -1.02385 0
1.5443 0.835443 0 -1.02385 0
1.5443 0.886076 0 -1.02385 0
1.5443 0.936709 0 -1.02385 0
1.5443 0.987342 0 -1.02385 0
1.5443 1.03797 0 -1.02385 0
1.5443 1.08861 0 -1.02385 0
1.5443 1.13924 0 -1.02385 0
1.5443 1.18987 0 -1.02385 0
1.5443 1.24051 0 -1.02385 0
1.5443 1.29114 0 -1.02385 0
1.5443 1.34177 0 -1.02385 0
1.5443 1.39241 0 -1.02385 0
1.5443 1.44304 0 -1.02385 0
1.5443 1.49367 0 -1.02385 0
1.5443 1.5443 0 -1.02385 0
1.5443 1.59494 0 -1.02385 0
1.5443 1.64557 0 -1.02385 0
1.5443 1.6962 0 -1.02385 0
1.5443 1.74684 0 -1.02385 0
1.5443 1.79747 0 -1.02385 0
1.5443 1.8481 0 -1.02385 0
1.5443 1.89873 0 -1.02385 0
1.5443 1.94937 0 -1.02385 0
1.5443 2 0 -1.02385 0
1.59494 -2 0 -1.02544 0
1.59494 -1.94937 0 -1.02544 0
1.59494 -1.89873 0 -1.02544 0
1.59494 -1.8481 0 -1.02544 0
1.59494 -1.79747 0 -1.02544 0
1.59494 -1.74684 0 -1.02544 0
1.59494 -1.6962 0 -1.02544 0
1.59494 -1.64557 0 -1.02544 0
1.59494 -1.59494 0 -1.02544 0
1.59494 -1.5443 0 -1.02544 0
1.59494 -1.49367 0 -1.02544 0
1.59494 -1.44304 0 -1.02544 0
1.59494 -1.39241 0 -1.02544 0
1.59494 -1.34177 0 -1.02544 0
1.59494 -1.29114 0 -1.02544 0
1.59494 -1.24051 0 -1.02544 0
1.59494 -1.18987 0 -1.02544 0
1.59494 -1.13924 0 -1.02544 0
1.59494 -1.08861 0 -1.02544 0
1.59494 -1.03797 0 -1.02544 0
1.59494 -0.987342 0 -1.02544 0
1.59494 -0.936709 0 -1.02544 0
1.59494 -0.886076 0 -1.02544 0
1.59494 -0.835443 0 -1.02544 0
1.59494 -0.78481 0 -1.02544 0
1.59494 -0.734177 0 -1.02544 0
1.59494 -0.683544 0 -1.02544 0
1.59494 -0.632911 0 -1.02544 0
1.59494 -0.582278 0 -1.02544 0
1.59494 -0.531646 0 -1.02544 0
1.59494 -0.481013 0 -1.02544 0
1.59494 -0.43038 0 -1.02544 0
1.59494 -0.379747 0 -1.02544 0
1.59494 -0.329114 0 -1.02544 0
1.59494 -0.278481 0 -1.02544 0
1.59494 -0.227848 0 -1.02544 0
1.59494 -0.177215 0 -1.02544 0
1.59494 -0.126582 0 -1.02544 0
1.59494 -0.0759494 0 -1.02544 0
1.59494 -0.0253165 0 -1.02544 0
1.59494 0.0253165 0 -1.02544 0
1.59494 0.0759494 0 -1.02544 0
1.59494 0.126582 0 -1.02544 0
1.59494 0.177215 0 -1.02544 0
1.59494 0.227848 0 -1.02544 0
1.59494 0.278481 0 -1.02544 0
1.59494 0.329114 0 -1.02544 0
1.59494 0.379747 0 -1.02544 0
1.59494 0.43038 0 -1.02544 0
1.59494 0.481013 0 -1.02544 0
1.59494 0.531646 0 -1.02544 0
1.59494 0.582278 0 -1.02544 0
1.59494 0.632911 0 -1.02544 0
1.59494 0.683544 0 -1.02544 0
1.59494 0.734177 0 -1.02544 0
1.59494 0.78481 0 -1.02544 0
1.59494 0.835443 0 -1.02544 0
1.59494 0.886076 0 -1.02544 0
1.59494 0.936709 0 -1.02544 0
1.59494 0.987342 0 -1.02544 0
1.59494 1.03797 0 -1.02544 0
1.59494 1.08861 0 -1.02544 0
1.59494 1.13924 0 -1.02544 0
1.59494 1.18987 0 -1.02544 0
1.59494 1.24051 0 -1.02544 0
1.59494 1.29114 0 -1.02544 0
1.59494 1.34177 0 -1.02544 0
1.59494 1.39241 0 -1.02544 0
1.59494 1.44304 0 -1.02544 0
1.59494 1.49367 0 -1.02544 0
1.59494 1.5443 0 -1.02544 0
1.59494 1.59494 0 -1.02544 0
1.59494 1.64557 0 -1.02544 0
1.59494 1.6962 0 -1.02544 0
1.59494 1.74684 0 -1.02544 0
1.59494 1.79747 0 -1.02544 0
1.59494 1.8481 0 -1.02544 0
1.59494 1.89873 0 -1.02544 0
1.59494 1.94937 0 -1.02544 0
1.59494 2 0 -1.02544 0
1.64557 -2 0 -1.02708 0
1.64557 -1.94937 0 -1.02708 0
1.64557 -1.89873 0 -1.02708 0
1.64557 -1.8481 0 -1.02708 0
1.64557 -1.79747 0 -1.02708 0
1.64557 -1.74684 0 -1.02708 0
1.64557 -1.6962 0 -1.02708 0
1.64557 -1.64557 0 -1.02708 0
1.64557 -1.59494 0 -1.02708 0
1.64557 -1.5443 0 -1.02708 0
1.64557 -1.49367 0 -1.02708 0
1.64557 -1.44304 0 -1.02708 0
1.64557 -1.39241 0 -1.02708 0
1.64557 -1.34177 0 -1.02708 0
1.64557 -1.29114 0 -1.02708 0
1.64557 -1.24051 0 -1.02708 0
1.64557 -1.18987 0 -1.02708 0
1.64557 -1.13924 0 -1.02708 0
1.64557 -1.08861 0 -1.02708 0
1.64557 -1.03797 0 -1.02708 0
1.64557 -0.987342 0 -1.02708 0
1.64557 -0.936709 0 -1.02708 0
1.64557 -0.886076 0 -1.02708 0
1.64557 -0.835443 0 -1.02708 0
1.64557 -0.78481 0 -1.02708 0
1.64557 -0.734177 0 -1.02708 0
1.64557 -0.683544 0 -1.02708 0
1.64557 -0.632911 0 -1.02708 0
1.64557 -0.582278 0 -1.02708 0
1.64557 -0.531646 0 -1.02708 0
1.64557 -0.481013 0 -1.02708 0
1.64557 -0.43038 0 -1.02708 0
1.64557 -0.379747 0 -1.02708 0
1.64557 -0.329114 0 -1.02708 0
1.64557 -0.278481 0 -1.02708 0
1.64557 -0.227848 0 -1.02708 0
1.64557 -0.177215 0 -1.02708 0
1.64557 -0.126582 0 -1.02708 0
1.64557 -0.0759494 0 -1.02708 0
1.64557 -0.0253165 0 -1.02708 0
1.64557 0.0253165 0 -1.02708 0
1.64557 0.0759494 0 -1.02708 0
1.64557 0.126582 0 -1.02708 0
1.64557 0.177215 0 -1.02708 0
1.64557 0.227848 0 -1.02708 0
1.64557 0.278481 0 -1.02708 0
1.64557 0.329114 0 -1.02708 0
1.64557 0.379747 0 -1.02708 0
1.64557 0.43038 0 -1.02708 0
1.64557 0.481013 0 -1.02708 0
1.64557 0.531646 0 -1.02708 0
1.64557 0.582278 0 -1.02708 0
1.64557 0.632911 0 -1.02708 0
1.64557 0.683544 0 -1.02708 0
1.64557 0.734177 0 -1.02708 0
1.64557 0.78481 0 -1.02708 0
1.64557 0.835443 0 -1.02708 0
1.64557 0.886076 0 -1.02708 0
1.64557 0.936709 0 -1.02708 0
1.64557 0.987342 0 -1.02708 0
1.64557 1.03797 0 -1.02708 0
1.64557 1.08861 0 -1.02708 0
1.64557 1.13924 0 -1.02708 0
1.64557 1.18987 0 -1.02708 0
1.64557 1.24051 0 -1.02708 0
1.64557 1.29114 0 -1.02708 0
1.64557 1.34177 0 -1.02708 0
1.64557 1.39241 0 -1.02708 0
1.64557 1.44304 0 -1.02708 0
1.64557 1.49367 0 -1.02708 0
1.64557 1.5443 0 -1.02708 0
1.64557 1.59494 0 -1.02708 0
1.64557 1.64557 0 -1.02708 0
1.64557 1.6962 0 -1.02708 0
1.64557 1.74684 0 -1.02708 0
1.64557 1.79747 0 -1.02708 0
1.64557 1.8481 0 -1.02708 0
1.64557 1.89873 0 -1.02708 0
1.64557 1.94937 0 -1.02708 0
1.64557 2 0 -1.02708 0
1.6962 -2 0 -1.02877 0
1.6962 -1.94937 0 -1.02877 0
1.6962 -1.89873 0 -1.02877 0
1.6962 -1.8481 0 -1.02877 0
1.6962 -1.79747 0 -1.02877 0
1.6962 -1.74684 0 -1.02877 0
1.6962 -1.6962 0 -1.02877 0
1.6962 -1.64557 0 -1.02877 0
1.6962 -1.59494 0 -1.02877 0
1.6962 -1.5443 0 -1.02877 0
1.6962 -1.49367 0 -1.02877 0
1.6962 -1.44304 0 -1.02877 0
1.6962 -1.39241 0 -1.02877 0
1.6962 -1.34177 0 -1.02877 0
1.6962 -1.29114 0 -1.02877 0
1.6962 -1.24051 0 -1.02877 0
1.6962 -1.18987 0 -1.02877 0
1.6962 -1.13924 0 -1.02877 0
1.6962 -1.08861 0 -1.02877 0
1.6962 -1.03797 0 -1.02877 0
1.6962 -0.987342 0 -1.02877 0
1.6962 -0.936709 0 -1.02877 0
1.6962 -0.886076 0 -1.02877 0
1.6962 -0.835443 0 -1.02877 0
1.6962 -0.78481 0 -1.02877 0
1.6962 -0.734177 0 -1.02877 0
1.6962 -0.683544 0 -1.02877 0
1.6962 -0.632911 0 -1.02877 0
1.6962 -0.582278 0 -1.02877 0
1.6962 -0.531646 0 -1.02877 0
1.6962 -0.481013 0 -1.02877 0
1.6962 -0.43038 0 -1.02877 0
1.6962 -0.379747 0 -1.02877 0
1.6962 -0.329114 0 -1.02877 0
1.6962 -0.278481 0 -1.02877 0
1.6962 -0.227848 0 -1.02877 0
1.6962 -0.177215 0 -1.02877 0
1.6962 -0.126582 0 -1.02877 0
1.6962 -0.0759494 0 -1.02877 0
1.6962 -0.0253165 0 -1.02877 0
1.6962 0.0253165 0 -1.02877 0
1.6962 0.0759494 0 -1.02877 0
1.6962 0.126582 0 -1.02877 0
1.6962 0.177215 0 -1.02877 0
1.6962 0.227848 0 -1.02877 0
1.6962 0.278481 0 -1.02877 0
1.6962 0.329114 0 -1.02877 0
1.6962 0.379747 0 -1.02877 0
1.6962 0.43038 0 -1.02877 0
1.6962 0.481013 0 -1.02877 0
1.6962 0.531646 0 -1.02877 0
1.6962 0.582278 0 -1.02877 0
1.6962 0.632911 0 -1.02877 0
1.6962 0.683544 0 -1.02877 0
1.6962 0.734177 0 -1.02877 0
1.6962 0.78481 0 -1.02877 0
1.6962 0.835443 0 -1.02877 0
1.6962 0.886076 0 -1.02877 0
1.6962 0.936709 0 -1.02877 0
1.6962 0.987342 0 -1.02877 0
1.6962 1.03797 0 -1.02877 0
1.6962 1.08861 0 -1.02877 0
1.6962 1.13924 0 -1.02877 0
1.6962 1.18987 0 -1.02877 0
1.6962 1.24051 0 -1.02877 0
1.6962 1.29114 0 -1.02877 0
1.6962 1.34177 0 -1.02877 0
1.6962 1.39241 0 -1.02877 0
1.6962 1.44304 0 -1.02877 0
1.6962 1.49367 0 -1.02877 0
1.6962 1.5443 0 -1.02877 0
1.6962 1.59494 0 -1.02877 0
1.6962 1.64557 0 -1.02877 0
1.6962 1.6962 0 -1.02877 0
1.6962 1.74684 0 -1.02877 0
1.6962 1.79747 0 -1.02877 0
1.6962 1.8481 0 -1.02877 0
1.6962 1.89873 0 -1.02877 0
1.6962 1.94937 0 -1.02877 0
1.6962 2 0 -1.02877 0
1.74684 -2 0 -1.03051 0
1.74684 -1.94937 0 -1.03051 0
1.74684 -1.89873 0 -1.03051 0
1.74684 -1.8481 0 -1.03051 0
1.74684 -1.79747 0 -1.03051 0
1.74684 -1.74684 0 -1.03051 0
1.74684 -1.6962 0 -1.03051 0
1.74684 -1.64557 0 -1.03051 0
1.74684 -1.59494 0 -1.03051 0
1.74684 -1.5443 0 -1.03051 0
1.74684 -1.49367 0 -1.03051 0
1.74684 -1.44304 0 -1.03051 0
1.74684 -1.39241 0 -1.03051 0
1.74684 -1.34177 0 -1.03051 0
1.74684 -1.29114 0 -1.03051 0
1.74684 -1.24051 0 -1.03051 0
1.74684 -1.18987 0 -1.03051 0
1.74684 -1.13924 0 -1.03051 0
1.74684 -1.08861 0 -1.03051 0
1.74684 -1.03797 0 -1.03051 0
1.74684 -0.987342 0 -1.03051 0
1.74684 -0.936709 0 -1.03051 0
1.74684 -0.886076 0 -1.03051 0
1.74684 -0.835443 0 -1.03051 0
1.74684 -0.78481 0 -1.03051 0
1.74684 -0.734177 0 -1.03051 0
1.74684 -0.683544 0 -1.03051 0
1.74684 -0.632911 0 -1.03051 0
1.74684 -0.582278 0 -1.03051 0
1.74684 -0.531646 0 -1.03051 0
1.74684 -0.481013 0 -1.03051 0
1.74684 -0.43038 0 -1.03051 0
1.74684 -0.379747 0 -1.03051 0
1.74684 -0.329114 0 -1.03051 0
1.74684 -0.278481 0 -1.03051 0
1.74684 -0.227848 0 -1.03051 0
1.74684 -0.177215 0 -1.03051 0
1.74684 -0.126582 0 -1.03051 0
1.74684 -0.0759494 0 -1.03051 0
1.74684 -0.0253165 0 -1.03051 0
1.74684 0.0253165 0 -1.03051 0
1.74684 0.0759494 0 -1.03051 0
1.74684 0.126582 0 -1.03051 0
1.74684 0.177215 0 -1.03051 0
1.74684 0.227848 0 -1.03051 0
1.74684 0.278481 0 -1.03051 0
1.74684 0.329114 0 -1.03051 0
1.74684 0.379747 0 -1.03051 0
1.74684 0.43038 0 -1.03051 0
1.74684 0.481013 0 -1.03051 0
1.74684 0.531646 0 -1.03051 0
1.74684 0.582278 0 -1.03051 0
1.74684 0.632911 0 -1.03051 0
1.74684 0.683544 0 -1.03051 0
1.74684 0.734177 0 -1.03051 0
1.74684 0.78481 0 -1.03051 0
1.74684 0.835443 0 -1.03051 0
1.74684 0.886076 0 -1.03051 0
1.74684 0.936709 0 -1.03051 0
1.74684 0.987342 0 -1.03051 0
1.74684 1.03797 0 -1.03051 0
1.74684 1.08861 0 -1.03051 0
1.74684 1.13924 0 -1.03051 0
1.74684 1.18987 0 -1.03051 0
1.74684 1.24051 0 -1.03051 0
1.74684 1.29114 0 -1.03051 0
1.74684 1.34177 0 -1.03051 0
1.74684 1.39241 0 -1.03051 0
1.74684 1.44304 0 -1.03051 0
1.74684 1.49367 0 -1.03051 0
1.74684 1.5443 0 -1.03051 0
1.74684 1.59494 0 -1.03051 0
1.74684 1.64557 0 -1.03051 0
1.74684 1.6962 0 -1.03051 0
1.74684 1.74684 0 -1.03051 0
1.74684 1.79747 0 -1.03051 0
1.74684 1.8481 0 -1.03051 0
1.74684 1.89873 0 -1.03051 0
1.74684 1.94937 0 -1.03051 0
1.74684 2 0 -1.03051 0
1.79747 -2 0 -1.03231 0
1.79747 -1.94937 0 -1.03231 0
1.79747 -1.89873 0 -1.03231 0
1.79747 -1.8481 0 -1.03231 0
1.79747 -1.79747 0 -1.03231 0
1.79747 -1.74684 0 -1.03231 0
1.79747 -1.6962 0 -1.03231 0
1.79747 -1.64557 0 -1.03231 0
1.79747 -1.59494 0 -1.03231 0
1.79747 -1.5443 0 -1.03231 0
1.79747 -1.49367 0 -1.03231 0
1.79747 -1.44304 0 -1.03231 0
1.79747 -1.39241 0 -1.03231 0
1.79747 -1.34177 0 -1.03231 0
1.79747 -1.29114 0 -1.03231 0
1.79747 -1.24051 0 -1.03231 0
1.79747 -1.18987 0 -1.03231 0
1.79747 -1.13924 0 -1.03231 0
1.79747 -1.08861 0 -1.03231 0
1.79747 -1.03797 0 -1.03231 0
1.79747 -0.987342 0 -1.03231 0
1.79747 -0.936709 0 -1.03231 0
1.79747 -0.886076 0 -1.03231 0
1.79747 -0.835443 0 -1.03231 0
1.79747 -0.78481 0 -1.03231 0
1.79747 -0.734177 0 -1.03231 0
1.79747 -0.683544 0 -1.03231 0
1.79747 -0.632911 0 -1.03231 0
1.79747 -0.582278 0 -1.03231 0
1.79747 -0.531646 0 -1.03231 0
1.79747 -0.481013 0 -1.03231 0
1.79747 -0.43038 0 -1.03231 0
1.79747 -0.379747 0 -1.03231 0
1.79747 -0.329114 0 -1.03231 0
1.79747 -0.278481 0 -1.03231 0
1.79747 -0.227848 0 -1.03231 0
1.79747 -0.177215 0 -1.03231 0
1.79747 -0.126582 0 -1.03231 0
1.79747 -0.0759494 0 -1.03231 0
1.79747 -0.0253165 0 -1.03231 0
1.79747 0.0253165 0 -1.03231 0
1.79747 0.0759494 0 -1.03231 0
1.79747 0.126582 0 -1.03231 0
1.79747 0.177215 0 -1.03231 0
1.79747 0.227848 0 -1.03231 0
1.79747 0.278481 0 -1.03231 0
1.79747 0.329114 0 -1.03231 0
1.79747 0.379747 0 -1.03231 0
1.79747 0.43038 0 -1.03231 0
1.79747 0.481013 0 -1.03231 0
1.79747 0.531646 0 -1.03231 0
1.79747 0.582278 0 -1.03231 0
1.79747 0.632911 0 -1.03231 0
1.79747 0.683544 0 -1.03231 0
1.79747 0.734177 0 -1.03231 0
1.79747 0.78481 0 -1.03231 0
1.79747 0.835443 0 -1.03231 0
1.79747 0.886076 0 -1.03231 0
1.79747 0.936709 0 -1.03231 0
1.79747 0.987342 0 -1.03231 0
1.79747 1.03797 0 -1.03231 0
1.79747 1.08861 0 -1.03231 0
1.79747 1.13924 0 -1.03231 0
1.79747 1.18987 0 -1.03231 0
1.79747 1.24051 0 -1.03231 0
1.79747 1.29114 0 -1.03231 0
1.79747 1.34177 0 -1.03231 0
1.79747 1.39241 0 -1.03231 0
1.79747 1.44304 0 -1.03231 0
1.79747 1.49367 0 -1.03231 0
1.79747 1.5443 0 -1.03231 0
1.79747 1.59494 0 -1.03231 0
1.79747 1.64557 0 -1.03231 0
1.79747 1.6962 0 -1.03231 0
1.79747 1.74684 0 -1.03231 0
1.79747 1.79747 0 -1.03231 0
1.79747 1.8481 0 -1.03231 0
1.79747 1.89873 0 -1.03231 0
1.79747 1.94937 0 -1.03231 0
1.79747 2 0 -1.03231 0
1.8481 -2 0 -1.03415 0
1.8481 -1.94937 0 -1.03415 0
1.8481 -1.89873 0 -1.03415 0
1.8481 -1.8481 0 -1.03415 0
1.8481 -1.79747 0 -1.03415 0
1.8481 -1.74684 0 -1.03415 0
1.8481 -1.6962 0 -1.03415 0
1.8481 -1.64557 0 -1.03415 0
1.8481 -1.59494 0 -1.03415 0
1.8481 -1.5443 0 -1.03415 0
1.8481 -1.49367 0 -1.03415 0
1.8481 -1.44304 0 -1.03415 0
1.8481 -1.39241 0 -1.03415 0
1.8481 -1.34177 0 -1.03415 0
1.8481 -1.29114 0 -1.03415 0
1.8481 -1.24051 0 -1.03415 0
1.8481 -1.18987 0 -1.03415 0
